name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,1800,257947,25085,95.51,610,2.32,94937,95.51,2308,2.32,213991,95.52,5201,2.32,61755,95.52,1501,2.32,16325,95.52,396,2.32,95.52,6268,2.32
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,2400,261034,25386,96.66,301,1.15,96074,96.66,1137,1.14,216552,96.66,2561,1.14,62494,96.66,739,1.14,16520,96.66,195,1.14,96.66,3087,1.14
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,3000,261731,25454,96.92,68,0.26,96331,96.92,257,0.26,217131,96.92,579,0.26,62661,96.92,167,0.26,16564,96.92,44,0.26,96.92,697,0.26
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,3600,261814,25462,96.95,8,0.03,96361,96.95,30,0.03,217199,96.95,68,0.03,62681,96.95,20,0.03,16569,96.95,5,0.03,96.95,83,0.03
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,4200,261836,25464,96.96,2,0.01,96369,96.96,8,0.01,217217,96.96,18,0.01,62686,96.96,5,0.01,16571,96.96,2,0.01,96.96,22,0.01
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,4800,262049,25485,97.04,21,0.08,96448,97.04,79,0.08,217395,97.04,178,0.08,62737,97.03,51,0.08,16584,97.03,13,0.08,97.04,213,0.08
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,5400,262049,25485,97.04,0,0.0,96448,97.04,0,0.0,217395,97.04,0,0.0,62737,97.03,0,0.0,16584,97.03,0,0.0,97.04,0,0.0
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,6000,262133,25493,97.07,8,0.03,96479,97.07,31,0.03,217464,97.07,69,0.03,62757,97.07,20,0.03,16590,97.07,6,0.04,97.07,84,0.03
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,6600,262207,25500,97.09,7,0.03,96506,97.09,27,0.03,217525,97.09,61,0.03,62775,97.09,18,0.03,16594,97.09,4,0.02,97.09,74,0.03
Loikaw,,60261553B25125997749826,MMR,ADM2,hospitals,TIME,7200,262207,25500,97.09,0,0.0,96506,97.09,0,0.0,217525,97.09,0,0.0,62775,97.09,0,0.0,16594,97.09,0,0.0,97.09,0,0.0
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,600,111281,9451,66.07,9451,66.07,38487,66.07,38487,66.07,91232,66.07,91232,66.07,26661,66.07,26661,66.07,8128,66.07,8128,66.07,66.07,111281,66.07
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,1200,125327,10644,74.41,1193,8.34,43345,74.41,4858,8.34,102748,74.41,11516,8.34,30027,74.41,3366,8.34,9155,74.41,1027,8.35,74.41,14046,8.34
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,1800,133499,11339,79.27,695,4.86,46172,79.26,2827,4.85,109447,79.26,6699,4.85,31985,79.26,1958,4.85,9751,79.26,596,4.84,79.26,8172,4.85
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,2400,153590,13045,91.19,1706,11.93,53120,91.19,6948,11.93,125918,91.19,16471,11.93,36798,91.19,4813,11.93,11219,91.19,1468,11.93,91.19,20091,11.93
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,3000,160363,13620,95.21,575,4.02,55463,95.21,2343,4.02,131471,95.21,5553,4.02,38421,95.21,1623,4.02,11714,95.21,495,4.02,95.21,6773,4.02
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,3600,161790,13741,96.06,121,0.85,55956,96.06,493,0.85,132641,96.06,1170,0.85,38763,96.06,342,0.85,11818,96.06,104,0.85,96.06,1427,0.85
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,4200,161790,13741,96.06,0,0.0,55956,96.06,0,0.0,132641,96.06,0,0.0,38763,96.06,0,0.0,11818,96.06,0,0.0,96.06,0,0.0
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,4800,161790,13741,96.06,0,0.0,55956,96.06,0,0.0,132641,96.06,0,0.0,38763,96.06,0,0.0,11818,96.06,0,0.0,96.06,0,0.0
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,5400,161790,13741,96.06,0,0.0,55956,96.06,0,0.0,132641,96.06,0,0.0,38763,96.06,0,0.0,11818,96.06,0,0.0,96.06,0,0.0
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,6000,161790,13741,96.06,0,0.0,55956,96.06,0,0.0,132641,96.06,0,0.0,38763,96.06,0,0.0,11818,96.06,0,0.0,96.06,0,0.0
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,6600,161806,13743,96.07,2,0.01,55962,96.07,6,0.01,132654,96.07,13,0.01,38767,96.07,4,0.01,11819,96.07,1,0.01,96.07,16,0.01
Laukkaing,,60261553B25476839208576,MMR,ADM2,hospitals,TIME,7200,162032,13762,96.2,19,0.13,56040,96.2,78,0.13,132840,96.2,186,0.13,38821,96.2,54,0.13,11836,96.2,17,0.14,96.2,226,0.13
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,600,142971,11209,35.06,11209,35.06,47787,35.07,47787,35.07,118334,35.05,118334,35.05,33413,34.97,33413,34.97,9322,34.74,9322,34.74,35.03,142971,35.03
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,1200,172482,13523,42.3,2314,7.24,57651,42.31,9864,7.24,142759,42.28,24425,7.23,40310,42.19,6897,7.22,11247,41.92,1925,7.17,42.26,29511,7.23
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,1800,210474,16502,51.62,2979,9.32,70349,51.63,12698,9.32,174204,51.6,31445,9.31,49189,51.48,8879,9.29,13724,51.15,2477,9.23,51.57,37992,9.31
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,2400,228948,17950,56.15,1448,4.53,76524,56.17,6175,4.53,189494,56.13,15290,4.53,53506,56.0,4317,4.52,14929,55.64,1205,4.49,56.09,18474,4.53
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,3000,235030,18427,57.64,477,1.49,78557,57.66,2033,1.49,194528,57.62,5034,1.49,54928,57.49,1422,1.49,15325,57.12,396,1.48,57.58,6082,1.49
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,3600,252627,19807,61.96,1380,4.32,84438,61.97,5881,4.32,209093,61.93,14565,4.31,59040,61.79,4112,4.3,16473,61.4,1148,4.28,61.89,17597,4.31
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,4200,257840,20216,63.24,409,1.28,86181,63.25,1743,1.28,213408,63.21,4315,1.28,60259,63.07,1219,1.28,16813,62.66,340,1.27,63.17,5213,1.28
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,4800,263917,20692,64.73,476,1.49,88212,64.74,2031,1.49,218437,64.7,5029,1.49,61679,64.55,1420,1.49,17209,64.14,396,1.48,64.66,6077,1.49
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,5400,272423,21359,66.81,667,2.09,91055,66.83,2843,2.09,225477,66.79,7040,2.09,63667,66.63,1988,2.08,17764,66.21,555,2.07,66.74,8506,2.08
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,6000,276274,21661,67.76,302,0.94,92342,67.77,1287,0.94,228665,67.73,3188,0.94,64567,67.58,900,0.94,18015,67.14,251,0.94,67.69,3851,0.94
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,6600,278374,21826,68.27,165,0.52,93044,68.29,702,0.52,230403,68.24,1738,0.51,65058,68.09,491,0.51,18152,67.65,137,0.51,68.2,2100,0.51
Bhamo,,60261553B27046412343024,MMR,ADM2,hospitals,TIME,7200,283743,22243,69.58,417,1.3,94817,69.59,1773,1.3,234821,69.55,4418,1.31,66331,69.42,1273,1.33,18528,69.05,376,1.4,69.52,5369,1.32
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,600,1732150,113309,97.07,113309,97.07,499717,97.08,499717,97.08,1378841,97.09,1378841,97.09,458500,97.1,458500,97.1,167765,97.09,167765,97.09,97.09,1732150,97.09
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,1200,1775975,116175,99.53,2866,2.46,512357,99.54,12640,2.46,1413727,99.55,34886,2.46,470102,99.55,11602,2.46,172010,99.55,4245,2.46,99.55,43825,2.46
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,1800,1778311,116327,99.66,152,0.13,513031,99.67,674,0.13,1415586,99.68,1859,0.13,470720,99.69,618,0.13,172236,99.68,226,0.13,99.68,2336,0.13
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,2400,1779261,116389,99.71,62,0.05,513305,99.72,274,0.05,1416343,99.73,757,0.05,470972,99.74,252,0.05,172328,99.73,92,0.05,99.73,950,0.05
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,3000,1780458,116468,99.78,79,0.07,513650,99.79,345,0.07,1417295,99.8,952,0.07,471288,99.81,316,0.07,172444,99.8,116,0.07,99.8,1197,0.07
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,3600,1780949,116504,99.81,36,0.03,513802,99.82,152,0.03,1417687,99.83,392,0.03,471414,99.83,126,0.03,172491,99.83,47,0.03,99.83,491,0.03
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,4200,1783259,116674,99.96,170,0.15,514515,99.96,713,0.14,1419529,99.96,1842,0.13,472005,99.96,591,0.13,172712,99.96,221,0.13,99.96,2310,0.13
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,4800,1783260,116674,99.96,0,0.0,514515,99.96,0,0.0,1419530,99.96,1,0.0,472005,99.96,0,0.0,172712,99.96,0,0.0,99.96,1,0.0
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,5400,1783260,116674,99.96,0,0.0,514515,99.96,0,0.0,1419530,99.96,0,0.0,472005,99.96,0,0.0,172712,99.96,0,0.0,99.96,0,0.0
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,6000,1783309,116677,99.96,3,0.0,514529,99.96,14,0.0,1419568,99.96,38,0.0,472018,99.96,13,0.0,172717,99.96,5,0.0,99.96,49,0.0
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,6600,1783491,116689,99.97,12,0.01,514582,99.97,53,0.01,1419714,99.97,146,0.01,472066,99.97,48,0.01,172734,99.97,17,0.01,99.97,182,0.01
Mandalay,,60261553B2723221956862,MMR,ADM2,hospitals,TIME,7200,1783492,116689,99.97,0,0.0,514582,99.97,0,0.0,1419714,99.97,0,0.0,472066,99.97,0,0.0,172735,99.97,1,0.0,99.97,1,0.0
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,600,405565,29857,49.28,29857,49.28,125244,49.28,125244,49.28,323357,49.28,323357,49.28,103654,49.28,103654,49.28,38764,49.28,38764,49.28,49.28,405565,49.28
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,1200,525729,38704,63.88,8847,14.6,162353,63.88,37109,14.6,419164,63.88,95807,14.6,134365,63.88,30711,14.6,50250,63.88,11486,14.6,63.88,120164,14.6
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,1800,596610,43922,72.49,5218,8.61,184242,72.49,21889,8.61,475678,72.49,56514,8.61,152481,72.49,18116,8.61,57025,72.49,6775,8.61,72.49,70881,8.61
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,2400,679749,50043,82.59,6121,10.1,209917,82.59,25675,10.1,541964,82.59,66286,10.1,173729,82.59,21248,10.1,64972,82.59,7947,10.1,82.59,83139,10.1
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,3000,713023,52493,86.63,2450,4.04,220192,86.63,10275,4.04,568494,86.63,26530,4.04,182233,86.63,8504,4.04,68152,86.63,3180,4.04,86.63,33274,4.04
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,3600,727177,53535,88.35,1042,1.72,224563,88.35,4371,1.72,579779,88.35,11285,1.72,185851,88.35,3618,1.72,69505,88.35,1353,1.72,88.35,14154,1.72
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,4200,786309,57888,95.54,4353,7.18,242824,95.54,18261,7.18,626925,95.54,47146,7.18,200964,95.54,15113,7.18,75157,95.54,5652,7.18,95.54,59132,7.18
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,4800,789321,58110,95.9,222,0.37,243754,95.9,930,0.37,629326,95.9,2401,0.37,201734,95.9,770,0.37,75445,95.9,288,0.37,95.9,3012,0.37
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,5400,802131,59053,97.46,943,1.56,247710,97.46,3956,1.56,639539,97.46,10213,1.56,205008,97.46,3274,1.56,76669,97.46,1224,1.56,97.46,12810,1.56
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,6000,804859,59254,97.79,201,0.33,248552,97.79,842,0.33,641714,97.79,2175,0.33,205705,97.79,697,0.33,76930,97.79,261,0.33,97.79,2728,0.33
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,6600,805566,59306,97.88,52,0.09,248770,97.88,218,0.09,642278,97.88,564,0.09,205885,97.88,180,0.09,76997,97.88,67,0.09,97.88,707,0.09
Monywa,,60261553B28979630774365,MMR,ADM2,hospitals,TIME,7200,806920,59405,98.04,99,0.16,249189,98.04,419,0.16,643358,98.04,1080,0.16,206232,98.04,347,0.16,77127,98.04,130,0.17,98.04,1354,0.16
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,600,85085,7226,43.69,7226,43.69,29427,43.69,29427,43.69,69756,43.69,69756,43.69,20385,43.69,20385,43.69,6215,43.69,6215,43.69,43.69,85085,43.69
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,1200,103557,8795,53.17,1569,9.49,35816,53.17,6389,9.49,84900,53.17,15144,9.48,24811,53.17,4426,9.49,7564,53.17,1349,9.48,53.17,18472,9.48
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,1800,112881,9587,57.96,792,4.79,39041,57.96,3225,4.79,92544,57.96,7644,4.79,27045,57.96,2234,4.79,8245,57.96,681,4.79,57.96,9324,4.79
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,2400,128865,10945,66.17,1358,8.21,44569,66.17,5528,8.21,105648,66.17,13104,8.21,30874,66.17,3829,8.21,9413,66.17,1168,8.21,66.17,15984,8.21
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,3000,139066,11811,71.4,866,5.24,48097,71.41,3528,5.24,114011,71.41,8363,5.24,33319,71.41,2445,5.24,10158,71.4,745,5.24,71.41,10201,5.24
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,3600,153346,13024,78.74,1213,7.33,53036,78.74,4939,7.33,125718,78.74,11707,7.33,36740,78.74,3421,7.33,11201,78.74,1043,7.33,78.74,14280,7.33
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,4200,154369,13111,79.26,87,0.53,53390,79.26,354,0.53,126557,79.26,839,0.53,36985,79.26,245,0.53,11276,79.26,75,0.53,79.26,1023,0.53
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,4800,156193,13266,80.2,155,0.94,54020,80.2,630,0.94,128052,80.2,1495,0.94,37422,80.2,437,0.94,11409,80.2,133,0.93,80.2,1824,0.94
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,5400,171483,14565,88.05,1299,7.85,59309,88.05,5289,7.85,140588,88.05,12536,7.85,41085,88.05,3663,7.85,12526,88.05,1117,7.85,88.05,15290,7.85
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,6000,175298,14889,90.01,324,1.96,60628,90.01,1319,1.96,143715,90.01,3127,1.96,41999,90.01,914,1.96,12805,90.01,279,1.96,90.01,3815,1.96
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,6600,175777,14929,90.25,40,0.24,60794,90.26,166,0.25,144108,90.26,393,0.25,42114,90.26,115,0.25,12840,90.26,35,0.25,90.25,479,0.25
Monghsat,,60261553B30377978208155,MMR,ADM2,hospitals,TIME,7200,182157,15471,93.53,542,3.28,63001,93.53,2207,3.28,149339,93.53,5231,3.28,43643,93.53,1529,3.28,13306,93.53,466,3.28,93.53,6380,3.28
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,600,167439,14221,52.3,14221,52.3,57910,52.3,57910,52.3,137272,52.3,137272,52.3,40117,52.3,40117,52.3,12231,52.3,12231,52.3,52.3,167439,52.3
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,1200,220551,18732,68.89,4511,16.59,76279,68.89,18369,16.59,180815,68.89,43543,16.59,52842,68.89,12725,16.59,16110,68.88,3879,16.59,68.89,53112,16.59
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,1800,243085,20646,75.92,1914,7.04,84073,75.92,7794,7.04,199289,75.92,18474,7.04,58241,75.93,5399,7.04,17757,75.93,1647,7.04,75.92,22534,7.04
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,2400,266896,22669,83.36,2023,7.44,92308,83.36,8235,7.44,218810,83.36,19521,7.44,63945,83.36,5704,7.44,19496,83.36,1739,7.44,83.36,23811,7.44
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,3000,273786,23254,85.51,585,2.15,94691,85.51,2383,2.15,224459,85.51,5649,2.15,65596,85.51,1651,2.15,19999,85.51,503,2.15,85.51,6890,2.15
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,3600,278411,23647,86.96,393,1.45,96291,86.96,1600,1.44,228251,86.96,3792,1.44,66704,86.96,1108,1.44,20337,86.96,338,1.45,86.96,4625,1.44
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,4200,282913,24029,88.36,382,1.4,97848,88.36,1557,1.41,231942,88.36,3691,1.41,67783,88.36,1079,1.41,20666,88.37,329,1.41,88.36,4502,1.41
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,4800,291976,24799,91.2,770,2.83,100983,91.2,3135,2.83,239372,91.2,7430,2.83,69955,91.2,2172,2.83,21328,91.2,662,2.83,91.2,9063,2.83
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,5400,293124,24897,91.56,98,0.36,101380,91.55,397,0.36,240313,91.55,941,0.36,70230,91.55,275,0.36,21412,91.56,84,0.36,91.55,1148,0.36
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,6000,294308,24997,91.92,100,0.37,101789,91.92,409,0.37,241284,91.92,971,0.37,70513,91.92,283,0.37,21498,91.92,86,0.37,91.92,1184,0.37
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,6600,295227,25075,92.21,78,0.29,102107,92.21,318,0.29,242037,92.21,753,0.29,70733,92.21,220,0.29,21566,92.21,68,0.29,92.21,919,0.29
Tachileik,,60261553B30441775870549,MMR,ADM2,hospitals,TIME,7200,295880,25131,92.42,56,0.21,102333,92.42,226,0.2,242573,92.41,536,0.2,70890,92.42,157,0.2,21613,92.41,47,0.2,92.41,653,0.2
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,600,186977,18215,84.86,18215,84.86,68203,84.85,68203,84.85,150937,84.85,150937,84.85,41587,84.85,41587,84.85,16012,84.85,16012,84.85,84.85,186977,84.85
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,1200,201917,19670,91.63,1455,6.78,73653,91.63,5450,6.78,162996,91.63,12059,6.78,44910,91.63,3323,6.78,17291,91.63,1279,6.78,91.63,14940,6.78
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,1800,217249,21164,98.59,1494,6.96,79246,98.59,5593,6.96,175374,98.59,12378,6.96,48320,98.59,3410,6.96,18604,98.59,1313,6.96,98.59,15332,6.96
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,2400,218381,21274,99.11,110,0.51,79658,99.11,412,0.51,176287,99.11,913,0.51,48572,99.11,252,0.51,18701,99.1,97,0.51,99.11,1132,0.51
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,3000,218927,21327,99.35,53,0.25,79857,99.35,199,0.25,176728,99.35,441,0.25,48693,99.35,121,0.25,18748,99.35,47,0.25,99.35,546,0.25
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,3600,219200,21354,99.48,27,0.13,79957,99.48,100,0.12,176948,99.48,220,0.12,48754,99.48,61,0.12,18771,99.48,23,0.12,99.48,273,0.12
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,4200,219400,21373,99.57,19,0.09,80030,99.57,73,0.09,177110,99.57,162,0.09,48799,99.57,45,0.09,18788,99.57,17,0.09,99.57,200,0.09
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,4800,219400,21373,99.57,0,0.0,80030,99.57,0,0.0,177110,99.57,0,0.0,48799,99.57,0,0.0,18788,99.57,0,0.0,99.57,0,0.0
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,5400,219618,21394,99.66,21,0.1,80110,99.67,80,0.1,177286,99.67,176,0.1,48847,99.67,48,0.1,18807,99.67,19,0.1,99.67,218,0.1
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,6000,219618,21394,99.66,0,0.0,80110,99.67,0,0.0,177286,99.67,0,0.0,48847,99.67,0,0.0,18807,99.67,0,0.0,99.67,0,0.0
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,6600,219618,21394,99.66,0,0.0,80110,99.67,0,0.0,177286,99.67,0,0.0,48847,99.67,0,0.0,18807,99.67,0,0.0,99.67,0,0.0
Myawaddy,,60261553B30562402338544,MMR,ADM2,hospitals,TIME,7200,219618,21394,99.66,0,0.0,80110,99.67,0,0.0,177286,99.67,0,0.0,48847,99.67,0,0.0,18807,99.67,0,0.0,99.67,0,0.0
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,600,278692,20503,49.28,20503,49.28,86029,49.28,86029,49.28,222199,49.28,222199,49.28,71243,49.28,71243,49.28,26640,49.28,26640,49.28,49.28,278692,49.28
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,1200,411912,30307,72.84,9804,23.56,127161,72.84,41132,23.56,328414,72.84,106215,23.56,105295,72.84,34052,23.56,39374,72.84,12734,23.56,72.84,133220,23.56
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,1800,476233,35038,84.21,4731,11.37,147013,84.21,19852,11.37,379697,84.21,51283,11.37,121739,84.22,16444,11.38,45522,84.21,6148,11.37,84.21,64321,11.37
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,2400,486748,35812,86.07,774,1.86,150260,86.07,3247,1.86,388081,86.07,8384,1.86,124427,86.08,2688,1.86,46528,86.07,1006,1.86,86.07,10515,1.86
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,3000,495411,36449,87.6,637,1.53,152935,87.6,2675,1.53,394988,87.61,6907,1.53,126641,87.61,2214,1.53,47356,87.6,828,1.53,87.61,8663,1.53
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,3600,502520,36973,88.86,524,1.26,155130,88.86,2195,1.26,400656,88.86,5668,1.26,128458,88.86,1817,1.26,48035,88.86,679,1.26,88.86,7109,1.26
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,4200,512165,37683,90.56,710,1.71,158108,90.57,2978,1.71,408346,90.57,7690,1.71,130923,90.57,2465,1.71,48957,90.56,922,1.71,90.57,9645,1.71
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,4800,513138,37755,90.74,72,0.17,158409,90.74,301,0.17,409122,90.74,776,0.17,131172,90.74,249,0.17,49050,90.74,93,0.17,90.74,973,0.17
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,5400,513863,37808,90.86,53,0.13,158633,90.87,224,0.13,409699,90.87,577,0.13,131357,90.87,185,0.13,49119,90.86,69,0.13,90.87,725,0.13
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,6000,516424,37996,91.32,188,0.45,159424,91.32,791,0.45,411742,91.32,2043,0.45,132012,91.32,655,0.45,49364,91.32,245,0.45,91.32,2561,0.45
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,6600,565502,41609,100.0,3613,8.68,174575,100.0,15151,8.68,450868,100.0,39126,8.68,144556,100.0,12544,8.68,54058,100.0,4694,8.68,100.0,49078,8.68
Sagaing,,60261553B34432285334983,MMR,ADM2,hospitals,TIME,7200,565502,41609,100.0,0,0.0,174575,100.0,0,0.0,450868,100.0,0,0.0,144556,100.0,0,0.0,54058,100.0,0,0.0,100.0,0,0.0
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,600,90479,6912,14.08,6912,14.08,28022,14.08,28022,14.08,72249,14.08,72249,14.08,21846,14.08,21846,14.08,8537,14.08,8537,14.08,14.08,90479,14.08
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,1200,163055,12456,25.38,5544,11.29,50500,25.38,22478,11.3,130203,25.38,57954,11.3,39369,25.38,17523,11.3,15386,25.38,6849,11.3,25.38,72576,11.3
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,1800,243779,18623,37.94,6167,12.56,75501,37.94,25001,12.56,194662,37.94,64459,12.56,58860,37.94,19491,12.56,23003,37.94,7617,12.56,37.94,80724,12.56
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,2400,335501,25631,52.22,7008,14.28,103908,52.22,28407,14.28,267905,52.22,73243,14.28,81006,52.22,22146,14.28,31658,52.22,8655,14.28,52.22,91722,14.28
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,3000,384508,29375,59.84,3744,7.63,119086,59.84,15178,7.63,307037,59.84,39132,7.63,92839,59.84,11833,7.63,36283,59.84,4625,7.63,59.84,49007,7.63
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,3600,397873,30396,61.92,1021,2.08,123226,61.92,4140,2.08,317710,61.92,10673,2.08,96066,61.92,3227,2.08,37544,61.92,1261,2.08,61.92,13365,2.08
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,4200,407524,31133,63.43,737,1.5,126215,63.43,2989,1.5,325417,63.43,7707,1.5,98396,63.43,2330,1.5,38454,63.43,910,1.5,63.43,9651,1.5
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,4800,411263,31419,64.01,286,0.58,127373,64.01,1158,0.58,328402,64.01,2985,0.58,99299,64.01,903,0.58,38807,64.01,353,0.58,64.01,3739,0.58
Labutta,,60261553B3473904040713,MMR,ADM2,hospitals,TIME,5400,415073,31710,64.6,291,0.59,128553,64.6,1180,0.59,331444,64.6,3042,0.59,100219,64.6,920,0.59,39167,64.6,360,0.59,64.6,3810,0.59
