name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,4200,483733,41072,94.95,114,0.26,167279,94.95,465,0.26,396597,94.95,1102,0.26,115885,94.95,322,0.26,35319,94.95,98,0.26,94.95,1344,0.26
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,4800,487992,41434,95.79,362,0.84,168752,95.79,1473,0.84,400089,95.79,3492,0.84,116905,95.79,1020,0.84,35630,95.78,311,0.84,95.79,4259,0.84
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,5400,489415,41555,96.07,121,0.28,169244,96.07,492,0.28,401256,96.07,1167,0.28,117246,96.06,341,0.28,35734,96.06,104,0.28,96.07,1423,0.28
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,6000,500903,42531,98.32,976,2.26,173217,98.32,3973,2.26,410674,98.32,9418,2.25,119999,98.32,2753,2.26,36573,98.32,839,2.26,98.32,11488,2.25
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,6600,503011,42710,98.74,179,0.41,173946,98.73,729,0.41,412402,98.73,1728,0.41,120504,98.73,505,0.41,36727,98.73,154,0.41,98.73,2108,0.41
Muse,,60261553B93917356889079,MMR,ADM2,hospitals,TIME,7200,508859,43206,99.88,496,1.15,175969,99.88,2023,1.15,417197,99.88,4795,1.15,121905,99.88,1401,1.15,37154,99.88,427,1.15,99.88,5848,1.15
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,600,359714,24512,35.56,24512,35.56,102463,35.56,102463,35.56,281254,35.61,281254,35.61,92948,35.63,92948,35.63,39929,35.73,39929,35.73,35.62,359714,35.62
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,1200,583147,39767,57.69,15255,22.13,166231,57.69,63768,22.13,456031,57.74,174777,22.13,150668,57.76,57720,22.13,64650,57.86,24721,22.12,57.75,223433,22.13
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,1800,681757,46504,67.47,6737,9.77,194399,67.46,28168,9.78,533183,67.51,77152,9.77,176139,67.52,25471,9.76,75546,67.61,10896,9.75,67.52,98610,9.77
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,2400,733270,50039,72.59,3535,5.13,209177,72.59,14778,5.13,573528,72.61,40345,5.11,189437,72.62,13298,5.1,81196,72.66,5650,5.06,72.62,51513,5.1
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,3000,807868,55137,79.99,5098,7.4,230492,79.99,21315,7.4,631896,80.0,58368,7.39,208705,80.01,19268,7.39,89434,80.04,8238,7.37,80.01,74598,7.39
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,3600,853706,58259,84.52,3122,4.53,243542,84.52,13050,4.53,667733,84.54,35837,4.54,220551,84.55,11846,4.54,94527,84.59,5093,4.56,84.55,45838,4.54
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,4200,876003,59778,86.72,1519,2.2,249891,86.72,6349,2.2,685164,86.75,17431,2.21,226312,86.76,5761,2.21,97003,86.81,2476,2.22,86.75,22297,2.21
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,4800,880281,60070,87.15,292,0.42,251109,87.14,1218,0.42,688508,87.17,3344,0.42,227418,87.18,1106,0.42,97479,87.23,476,0.43,87.18,4278,0.42
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,5400,884393,60350,87.55,280,0.41,252279,87.55,1170,0.41,691723,87.58,3215,0.41,228480,87.59,1062,0.41,97936,87.64,457,0.41,87.59,4112,0.41
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,6000,898086,61282,88.9,932,1.35,256178,88.9,3899,1.35,702429,88.93,10706,1.36,232019,88.95,3539,1.36,99457,89.01,1521,1.36,88.94,13693,1.36
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,6600,950572,64899,94.15,3617,5.25,271305,94.15,15127,5.25,743580,94.14,41151,5.21,245560,94.14,13541,5.19,105169,94.12,5712,5.11,94.14,52486,5.2
Pakokku,,60261553B95135707926293,MMR,ADM2,hospitals,TIME,7200,956457,65300,94.73,401,0.58,272981,94.73,1676,0.58,748181,94.73,4601,0.58,247081,94.72,1521,0.58,105823,94.7,654,0.59,94.72,5885,0.58
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,600,512927,49874,60.65,49874,60.65,186876,60.53,186876,60.53,414006,60.35,414006,60.35,114180,60.19,114180,60.19,43977,60.13,43977,60.13,60.33,512927,60.33
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,1200,661108,64172,78.04,14298,17.39,240605,77.94,53729,17.4,533548,77.78,119542,17.43,147275,77.64,33095,17.45,56744,77.58,12767,17.46,77.76,148181,17.43
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,1800,732880,70868,86.18,6696,8.14,266080,86.19,25475,8.25,591323,86.2,57775,8.42,163538,86.22,16263,8.57,63052,86.2,6308,8.62,86.2,71772,8.44
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,2400,777290,75150,91.39,4282,5.21,282187,91.4,16107,5.22,627140,91.42,35817,5.22,173450,91.44,9912,5.23,66888,91.45,3836,5.24,91.43,44410,5.22
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,3000,803525,77684,94.47,2534,3.08,291705,94.49,9518,3.08,648306,94.51,21166,3.09,179308,94.53,5858,3.09,69146,94.54,2258,3.09,94.51,26235,3.09
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,3600,804584,77787,94.6,103,0.13,292092,94.61,387,0.13,649161,94.63,855,0.12,179543,94.65,235,0.12,69237,94.66,91,0.12,94.64,1059,0.12
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,4200,804819,77810,94.63,23,0.03,292177,94.64,85,0.03,649351,94.66,190,0.03,179595,94.68,52,0.03,69257,94.69,20,0.03,94.66,235,0.03
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,4800,805302,77857,94.68,47,0.06,292354,94.7,177,0.06,649742,94.72,391,0.06,179703,94.74,108,0.06,69299,94.75,42,0.06,94.72,483,0.06
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,5400,838675,81108,98.64,3251,3.95,304527,98.64,12173,3.94,676681,98.65,26939,3.93,187126,98.65,7423,3.91,72157,98.65,2858,3.91,98.65,33373,3.93
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,6000,839526,81191,98.74,83,0.1,304837,98.74,310,0.1,677368,98.75,687,0.1,187315,98.75,189,0.1,72229,98.75,72,0.1,98.75,851,0.1
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,6600,839644,81203,98.75,12,0.01,304880,98.76,43,0.01,677463,98.76,95,0.01,187341,98.76,26,0.01,72240,98.77,11,0.02,98.76,118,0.01
Hpa-An,,60261553B96608852730046,MMR,ADM2,hospitals,TIME,7200,839644,81203,98.75,0,0.0,304880,98.76,0,0.0,677463,98.76,0,0.0,187341,98.76,0,0.0,72240,98.77,0,0.0,98.76,0,0.0
Kyaukpyu,,60261553B96709228149477,MMR,ADM2,hospitals,TIME,600,234186,16493,56.59,16493,56.59,77421,56.59,77421,56.59,185419,56.59,185419,56.59,57860,56.59,57860,56.59,23682,56.59,23682,56.59,56.59,234186,56.59
